Job Title,Company Name,Required Skills,Location,Industry,Job Type,Experience Level,Posting Date,Salary Range
Full-Stack Developer,Amazon,"['JavaScript', 'React', 'Node.js', 'SQL']",Sydney,Healthcare,Part-Time,Mid-level,2024-06-03,60k-80k
Product Manager,Google,"['Agile', 'Scrum', 'Leadership', 'Communication']",New York,E-commerce,Part-Time,Entry-level,2022-06-12,120k-150k
Back-End Developer,Adobe,"['Node.js', 'Python', 'SQL', 'API Development']",Sydney,E-commerce,Full-Time,Senior,2022-11-17,80k-100k
Product Manager,Amazon,"['Agile', 'Scrum', 'Leadership', 'Communication']",Austin,Healthcare,Full-Time,Senior,2022-07-21,150k-200k
Investment Analyst,Tesla,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",New York,Finance,Internship,Entry-level,2022-05-18,80k-100k
Recruitment Specialist,Microsoft,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Chicago,Finance,Full-Time,Senior,2021-12-08,100k-120k
Front-End Developer,Google,"['HTML', 'CSS', 'JavaScript', 'React']",Sydney,Finance,Internship,Senior,2024-04-19,80k-100k
Recruitment Specialist,Amazon,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Berlin,Healthcare,Part-Time,Mid-level,2024-08-05,120k-150k
Social Media Manager,Netflix,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Remote,E-commerce,Part-Time,Mid-level,2022-05-11,100k-120k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",London,Consulting,Part-Time,Entry-level,2023-07-31,120k-150k
Full-Stack Developer,IBM,"['JavaScript', 'React', 'Node.js', 'SQL']",Sydney,Tech,Full-Time,Mid-level,2022-09-28,60k-80k
Business Intelligence Analyst,Netflix,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Seattle,Education,Internship,Mid-level,2022-12-29,120k-150k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Remote,Consulting,Part-Time,Mid-level,2023-04-07,120k-150k
SEO Analyst,Facebook,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Seattle,Marketing,Contract,Mid-level,2023-06-26,120k-150k
Back-End Developer,Amazon,"['Node.js', 'Python', 'SQL', 'API Development']",Austin,Consulting,Contract,Entry-level,2021-12-01,80k-100k
Data Analyst,Adobe,"['Python', 'SQL', 'Tableau', 'Excel']",Remote,Marketing,Full-Time,Entry-level,2022-11-22,100k-120k
Customer Success Manager,Accenture,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Remote,Healthcare,Internship,Entry-level,2022-11-06,120k-150k
Data Scientist,Salesforce,"['Python', 'R', 'Machine Learning', 'Statistics']",Remote,Marketing,Internship,Mid-level,2024-03-20,120k-150k
Financial Analyst,Adobe,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Toronto,Education,Contract,Entry-level,2022-06-21,80k-100k
Front-End Developer,Netflix,"['HTML', 'CSS', 'JavaScript', 'React']",Sydney,Manufacturing,Part-Time,Senior,2023-07-05,60k-80k
Financial Analyst,Accenture,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Chicago,Marketing,Part-Time,Entry-level,2021-11-25,100k-120k
Investment Analyst,Tesla,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Toronto,Consulting,Full-Time,Senior,2024-09-21,120k-150k
Financial Analyst,Salesforce,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",San Francisco,Education,Part-Time,Entry-level,2023-01-08,60k-80k
Back-End Developer,Amazon,"['Node.js', 'Python', 'SQL', 'API Development']",Remote,Healthcare,Full-Time,Mid-level,2021-11-02,80k-100k
Data Analyst,Accenture,"['Python', 'SQL', 'Tableau', 'Excel']",Austin,Tech,Internship,Entry-level,2021-12-12,120k-150k
Accountant,Accenture,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",San Francisco,Consulting,Contract,Mid-level,2023-06-29,80k-100k
SEO Analyst,Microsoft,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",London,E-commerce,Full-Time,Entry-level,2023-09-24,120k-150k
Data Analyst,IBM,"['Python', 'SQL', 'Tableau', 'Excel']",London,Education,Full-Time,Entry-level,2024-04-26,120k-150k
Technical Product Manager,Facebook,"['Agile', 'Technical Writing', 'API', 'Software Development']",Sydney,Finance,Internship,Mid-level,2023-08-11,60k-80k
Software Engineer,Netflix,"['Java', 'Python', 'C++', 'AWS']",Sydney,Manufacturing,Contract,Entry-level,2022-06-14,100k-120k
HR Manager,Accenture,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",San Francisco,Tech,Full-Time,Mid-level,2024-06-24,80k-100k
Business Intelligence Analyst,Facebook,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Chicago,Marketing,Full-Time,Senior,2024-06-30,120k-150k
Full-Stack Developer,Salesforce,"['JavaScript', 'React', 'Node.js', 'SQL']",Seattle,Consulting,Part-Time,Mid-level,2023-08-10,100k-120k
Product Manager,Microsoft,"['Agile', 'Scrum', 'Leadership', 'Communication']",Sydney,Tech,Part-Time,Senior,2024-04-25,120k-150k
Talent Acquisition,Google,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",London,E-commerce,Contract,Mid-level,2023-01-22,100k-120k
Product Manager,Salesforce,"['Agile', 'Scrum', 'Leadership', 'Communication']",Berlin,Tech,Internship,Mid-level,2023-11-07,80k-100k
Data Analyst,Tesla,"['Python', 'SQL', 'Tableau', 'Excel']",Remote,Marketing,Contract,Senior,2023-12-18,60k-80k
Software Engineer,Netflix,"['Java', 'Python', 'C++', 'AWS']",Sydney,Education,Full-Time,Senior,2023-01-20,60k-80k
Financial Analyst,Amazon,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Austin,E-commerce,Full-Time,Mid-level,2023-02-20,100k-120k
Talent Acquisition,Amazon,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Berlin,E-commerce,Contract,Senior,2021-10-15,100k-120k
Business Intelligence Analyst,Facebook,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Sydney,Tech,Contract,Mid-level,2024-07-01,80k-100k
Accountant,Netflix,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Berlin,Healthcare,Internship,Mid-level,2023-09-19,80k-100k
Data Analyst,Salesforce,"['Python', 'SQL', 'Tableau', 'Excel']",New York,Finance,Internship,Mid-level,2021-12-10,80k-100k
Accountant,Microsoft,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Berlin,Tech,Contract,Mid-level,2022-08-24,80k-100k
Full-Stack Developer,Amazon,"['JavaScript', 'React', 'Node.js', 'SQL']",New York,Healthcare,Contract,Senior,2023-03-12,80k-100k
Digital Marketing Specialist,Netflix,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Remote,Consulting,Internship,Senior,2024-08-10,120k-150k
SEO Analyst,Adobe,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",London,Healthcare,Full-Time,Senior,2022-10-31,150k-200k
Data Scientist,Google,"['Python', 'R', 'Machine Learning', 'Statistics']",New York,Manufacturing,Internship,Mid-level,2023-06-12,60k-80k
Accountant,Adobe,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Remote,Marketing,Internship,Entry-level,2022-12-16,60k-80k
Data Scientist,Google,"['Python', 'R', 'Machine Learning', 'Statistics']",Berlin,Manufacturing,Internship,Entry-level,2024-08-18,120k-150k
HR Manager,Salesforce,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Remote,Education,Part-Time,Senior,2023-10-14,60k-80k
Recruitment Specialist,IBM,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Sydney,Consulting,Contract,Mid-level,2023-11-05,100k-120k
Front-End Developer,Tesla,"['HTML', 'CSS', 'JavaScript', 'React']",Seattle,Tech,Contract,Senior,2023-07-28,80k-100k
Front-End Developer,Google,"['HTML', 'CSS', 'JavaScript', 'React']",Berlin,E-commerce,Internship,Entry-level,2023-09-02,120k-150k
Data Analyst,Amazon,"['Python', 'SQL', 'Tableau', 'Excel']",Remote,Healthcare,Part-Time,Entry-level,2022-12-24,120k-150k
Customer Success Manager,Tesla,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Seattle,Healthcare,Part-Time,Senior,2023-09-05,100k-120k
Customer Support Specialist,Microsoft,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Remote,Consulting,Contract,Entry-level,2023-10-31,150k-200k
Accountant,Google,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Toronto,Consulting,Full-Time,Mid-level,2021-11-06,120k-150k
Software Engineer,Amazon,"['Java', 'Python', 'C++', 'AWS']",Toronto,Marketing,Contract,Senior,2023-10-10,120k-150k
Social Media Manager,Accenture,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Austin,Manufacturing,Part-Time,Senior,2021-11-12,60k-80k
Back-End Developer,Adobe,"['Node.js', 'Python', 'SQL', 'API Development']",Seattle,Finance,Internship,Entry-level,2023-03-30,80k-100k
Project Manager,Tesla,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",London,E-commerce,Internship,Entry-level,2022-04-01,120k-150k
Accountant,IBM,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Seattle,Tech,Internship,Mid-level,2024-03-02,100k-120k
Social Media Manager,Google,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Sydney,Manufacturing,Internship,Mid-level,2023-09-26,100k-120k
HR Manager,Adobe,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Austin,Tech,Full-Time,Senior,2024-03-25,150k-200k
Technical Product Manager,Google,"['Agile', 'Technical Writing', 'API', 'Software Development']",New York,Consulting,Part-Time,Entry-level,2022-01-12,150k-200k
Business Intelligence Analyst,Tesla,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",London,Finance,Part-Time,Mid-level,2022-03-28,120k-150k
Product Manager,Salesforce,"['Agile', 'Scrum', 'Leadership', 'Communication']",New York,Finance,Full-Time,Entry-level,2022-09-05,60k-80k
Technical Product Manager,Microsoft,"['Agile', 'Technical Writing', 'API', 'Software Development']",London,Consulting,Part-Time,Entry-level,2022-11-24,120k-150k
Customer Success Manager,Salesforce,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",San Francisco,Consulting,Full-Time,Senior,2023-10-07,100k-120k
Digital Marketing Specialist,Adobe,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Toronto,Healthcare,Contract,Mid-level,2024-01-05,120k-150k
Data Scientist,IBM,"['Python', 'R', 'Machine Learning', 'Statistics']",Seattle,Tech,Full-Time,Senior,2024-01-12,80k-100k
Financial Analyst,Netflix,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Toronto,Healthcare,Internship,Mid-level,2022-03-20,60k-80k
Front-End Developer,Netflix,"['HTML', 'CSS', 'JavaScript', 'React']",Seattle,Education,Part-Time,Entry-level,2023-05-24,80k-100k
Product Manager,Netflix,"['Agile', 'Scrum', 'Leadership', 'Communication']",London,Education,Part-Time,Entry-level,2022-06-20,100k-120k
SEO Analyst,Tesla,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",New York,Finance,Part-Time,Mid-level,2024-01-04,60k-80k
Project Manager,Salesforce,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Remote,Manufacturing,Part-Time,Senior,2022-10-10,150k-200k
Data Scientist,Salesforce,"['Python', 'R', 'Machine Learning', 'Statistics']",Seattle,Tech,Contract,Mid-level,2023-01-17,60k-80k
HR Manager,Google,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",London,Manufacturing,Contract,Mid-level,2022-08-14,150k-200k
HR Manager,Microsoft,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Remote,E-commerce,Full-Time,Entry-level,2024-01-11,120k-150k
Front-End Developer,Accenture,"['HTML', 'CSS', 'JavaScript', 'React']",New York,Finance,Part-Time,Entry-level,2024-07-22,80k-100k
Digital Marketing Specialist,Facebook,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Austin,Marketing,Contract,Mid-level,2023-10-15,120k-150k
HR Manager,IBM,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Austin,Manufacturing,Internship,Mid-level,2024-06-08,80k-100k
SEO Analyst,Salesforce,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Berlin,Education,Full-Time,Mid-level,2022-09-02,60k-80k
Data Scientist,Accenture,"['Python', 'R', 'Machine Learning', 'Statistics']",Berlin,Consulting,Contract,Senior,2023-12-22,60k-80k
Digital Marketing Specialist,Accenture,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Remote,Manufacturing,Part-Time,Mid-level,2021-10-17,100k-120k
Social Media Manager,Netflix,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Remote,Marketing,Internship,Senior,2024-05-11,120k-150k
Technical Product Manager,Google,"['Agile', 'Technical Writing', 'API', 'Software Development']",London,Marketing,Full-Time,Senior,2023-04-27,100k-120k
SEO Analyst,Adobe,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",San Francisco,Manufacturing,Part-Time,Senior,2024-02-05,100k-120k
Investment Analyst,Adobe,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Toronto,E-commerce,Part-Time,Mid-level,2021-11-24,60k-80k
HR Manager,Netflix,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Chicago,Tech,Contract,Entry-level,2023-03-21,120k-150k
Accountant,Adobe,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",New York,Education,Full-Time,Senior,2022-05-25,80k-100k
Customer Support Specialist,IBM,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",London,Tech,Internship,Mid-level,2023-10-16,60k-80k
Digital Marketing Specialist,Amazon,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",London,E-commerce,Contract,Mid-level,2024-07-01,150k-200k
Product Manager,Facebook,"['Agile', 'Scrum', 'Leadership', 'Communication']",Sydney,Marketing,Full-Time,Mid-level,2022-11-18,150k-200k
SEO Analyst,Adobe,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Austin,Tech,Contract,Mid-level,2023-08-17,120k-150k
Investment Analyst,Amazon,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",London,Marketing,Contract,Entry-level,2022-07-22,100k-120k
HR Manager,IBM,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Chicago,Healthcare,Internship,Mid-level,2022-02-22,150k-200k
Back-End Developer,Adobe,"['Node.js', 'Python', 'SQL', 'API Development']",Chicago,Marketing,Internship,Senior,2024-07-16,80k-100k
Technical Product Manager,IBM,"['Agile', 'Technical Writing', 'API', 'Software Development']",Remote,Healthcare,Full-Time,Senior,2022-12-28,80k-100k
Business Intelligence Analyst,Adobe,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Seattle,Education,Contract,Entry-level,2023-07-17,80k-100k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Remote,Healthcare,Contract,Senior,2022-12-21,100k-120k
Back-End Developer,Adobe,"['Node.js', 'Python', 'SQL', 'API Development']",Sydney,Healthcare,Full-Time,Senior,2024-07-14,60k-80k
Recruitment Specialist,Netflix,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Toronto,Healthcare,Contract,Entry-level,2022-01-26,120k-150k
Digital Marketing Specialist,Tesla,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",San Francisco,Finance,Contract,Senior,2021-11-15,60k-80k
Data Scientist,Google,"['Python', 'R', 'Machine Learning', 'Statistics']",Austin,Marketing,Contract,Mid-level,2023-01-11,100k-120k
Customer Success Manager,Microsoft,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Toronto,Finance,Full-Time,Mid-level,2023-09-24,150k-200k
Financial Analyst,Google,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Sydney,Manufacturing,Internship,Mid-level,2022-11-23,120k-150k
Investment Analyst,Microsoft,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Seattle,E-commerce,Internship,Mid-level,2023-08-16,60k-80k
Customer Support Specialist,Facebook,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Toronto,Finance,Contract,Senior,2022-10-18,100k-120k
Technical Product Manager,Facebook,"['Agile', 'Technical Writing', 'API', 'Software Development']",Sydney,Manufacturing,Full-Time,Entry-level,2023-01-10,100k-120k
Customer Support Specialist,Amazon,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",London,Finance,Full-Time,Senior,2023-06-11,150k-200k
Customer Support Specialist,Amazon,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Austin,Finance,Contract,Senior,2023-09-13,80k-100k
Accountant,Microsoft,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Austin,Consulting,Internship,Mid-level,2022-03-16,150k-200k
Product Manager,Salesforce,"['Agile', 'Scrum', 'Leadership', 'Communication']",Seattle,Finance,Contract,Senior,2024-05-19,60k-80k
Social Media Manager,Tesla,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Sydney,Finance,Contract,Entry-level,2024-07-16,120k-150k
Accountant,Accenture,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Sydney,Finance,Contract,Mid-level,2023-11-22,120k-150k
Business Intelligence Analyst,Amazon,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Austin,Healthcare,Contract,Mid-level,2023-05-13,80k-100k
Accountant,Google,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Austin,E-commerce,Internship,Entry-level,2024-02-24,60k-80k
Accountant,Tesla,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Seattle,Tech,Part-Time,Senior,2022-10-12,120k-150k
Social Media Manager,Tesla,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Austin,E-commerce,Full-Time,Mid-level,2022-04-28,150k-200k
Data Analyst,Tesla,"['Python', 'SQL', 'Tableau', 'Excel']",Sydney,Manufacturing,Full-Time,Senior,2022-07-26,80k-100k
Full-Stack Developer,Facebook,"['JavaScript', 'React', 'Node.js', 'SQL']",Seattle,Finance,Contract,Entry-level,2024-07-18,120k-150k
Digital Marketing Specialist,Amazon,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Sydney,Consulting,Part-Time,Senior,2022-04-22,120k-150k
Technical Product Manager,Microsoft,"['Agile', 'Technical Writing', 'API', 'Software Development']",Austin,Tech,Internship,Entry-level,2023-12-21,80k-100k
Investment Analyst,Facebook,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Remote,Marketing,Contract,Entry-level,2022-06-22,120k-150k
Business Intelligence Analyst,IBM,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",Chicago,Tech,Full-Time,Entry-level,2022-11-04,120k-150k
Digital Marketing Specialist,Microsoft,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Remote,E-commerce,Part-Time,Entry-level,2023-12-26,100k-120k
Front-End Developer,IBM,"['HTML', 'CSS', 'JavaScript', 'React']",Chicago,Consulting,Full-Time,Entry-level,2024-06-29,150k-200k
Front-End Developer,Microsoft,"['HTML', 'CSS', 'JavaScript', 'React']",Berlin,Finance,Contract,Senior,2024-02-23,100k-120k
Digital Marketing Specialist,Microsoft,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Sydney,Tech,Internship,Entry-level,2022-10-01,80k-100k
Full-Stack Developer,Accenture,"['JavaScript', 'React', 'Node.js', 'SQL']",Chicago,Finance,Full-Time,Senior,2021-11-01,80k-100k
Front-End Developer,Tesla,"['HTML', 'CSS', 'JavaScript', 'React']",Remote,Healthcare,Contract,Entry-level,2022-04-25,100k-120k
Social Media Manager,Facebook,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Chicago,Finance,Part-Time,Senior,2022-05-22,100k-120k
Accountant,Google,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Toronto,Finance,Part-Time,Senior,2023-03-13,60k-80k
Project Manager,Salesforce,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Toronto,Finance,Contract,Senior,2022-01-22,100k-120k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",London,Tech,Contract,Mid-level,2024-09-30,120k-150k
Product Manager,Adobe,"['Agile', 'Scrum', 'Leadership', 'Communication']",Berlin,Education,Part-Time,Mid-level,2022-08-12,60k-80k
Customer Success Manager,IBM,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Remote,E-commerce,Internship,Entry-level,2023-09-18,120k-150k
Accountant,Microsoft,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",San Francisco,Manufacturing,Contract,Entry-level,2023-02-16,150k-200k
Front-End Developer,Microsoft,"['HTML', 'CSS', 'JavaScript', 'React']",Seattle,Marketing,Full-Time,Mid-level,2023-07-22,100k-120k
Project Manager,IBM,"['Project Management', 'Agile', 'Risk Management', 'MS Project']",Toronto,Education,Part-Time,Mid-level,2022-07-12,150k-200k
Talent Acquisition,Adobe,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Seattle,Healthcare,Contract,Mid-level,2022-07-17,120k-150k
Investment Analyst,IBM,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",New York,Healthcare,Internship,Mid-level,2021-11-11,60k-80k
Data Scientist,IBM,"['Python', 'R', 'Machine Learning', 'Statistics']",New York,Manufacturing,Full-Time,Entry-level,2021-10-23,120k-150k
Recruitment Specialist,IBM,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Berlin,E-commerce,Full-Time,Senior,2022-08-02,60k-80k
Financial Analyst,Microsoft,"['Excel', 'Financial Modeling', 'Forecasting', 'Budgeting']",Sydney,Tech,Full-Time,Mid-level,2022-03-16,60k-80k
SEO Analyst,Facebook,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Seattle,Education,Contract,Entry-level,2023-11-25,60k-80k
Recruitment Specialist,Microsoft,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Sydney,Healthcare,Part-Time,Senior,2022-08-25,100k-120k
Business Intelligence Analyst,Tesla,"['SQL', 'Power BI', 'Data Warehousing', 'Excel']",London,E-commerce,Contract,Senior,2022-09-22,120k-150k
Customer Success Manager,Salesforce,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Austin,Education,Full-Time,Entry-level,2022-06-03,150k-200k
Software Engineer,Netflix,"['Java', 'Python', 'C++', 'AWS']",Seattle,Manufacturing,Part-Time,Entry-level,2022-05-24,100k-120k
Customer Success Manager,Facebook,"['Account Management', 'Client Relations', 'Upselling', 'CRM']",Berlin,E-commerce,Internship,Entry-level,2023-04-25,150k-200k
HR Manager,Accenture,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Remote,Tech,Part-Time,Mid-level,2022-01-30,120k-150k
Investment Analyst,Tesla,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Berlin,Consulting,Contract,Entry-level,2023-09-01,100k-120k
Software Engineer,Adobe,"['Java', 'Python', 'C++', 'AWS']",Berlin,Consulting,Full-Time,Mid-level,2022-02-14,100k-120k
SEO Analyst,IBM,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Remote,Marketing,Part-Time,Mid-level,2023-09-23,100k-120k
Customer Support Specialist,Google,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Toronto,E-commerce,Internship,Mid-level,2022-07-26,120k-150k
Social Media Manager,Microsoft,"['Content Creation', 'Facebook Ads', 'Instagram', 'Social Media Analytics']",Seattle,Finance,Contract,Mid-level,2023-01-24,150k-200k
Investment Analyst,Google,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Berlin,Tech,Contract,Senior,2023-01-09,60k-80k
Back-End Developer,Microsoft,"['Node.js', 'Python', 'SQL', 'API Development']",Austin,Finance,Internship,Mid-level,2023-03-19,100k-120k
Data Analyst,Amazon,"['Python', 'SQL', 'Tableau', 'Excel']",Chicago,Manufacturing,Full-Time,Mid-level,2024-03-08,150k-200k
Talent Acquisition,Amazon,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",San Francisco,Consulting,Contract,Entry-level,2022-06-19,120k-150k
Recruitment Specialist,Amazon,"['Talent Sourcing', 'Interviewing', 'ATS', 'Candidate Screening']",Sydney,Education,Full-Time,Senior,2024-04-30,100k-120k
Front-End Developer,Facebook,"['HTML', 'CSS', 'JavaScript', 'React']",Berlin,Tech,Contract,Entry-level,2023-09-11,60k-80k
Accountant,IBM,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Toronto,Healthcare,Full-Time,Entry-level,2022-11-28,80k-100k
Talent Acquisition,Netflix,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Seattle,Manufacturing,Contract,Senior,2023-01-10,80k-100k
Technical Product Manager,Microsoft,"['Agile', 'Technical Writing', 'API', 'Software Development']",Toronto,Healthcare,Internship,Entry-level,2023-02-27,150k-200k
SEO Analyst,Netflix,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Berlin,Healthcare,Contract,Mid-level,2023-07-24,100k-120k
HR Manager,Amazon,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Austin,Finance,Internship,Mid-level,2023-01-14,120k-150k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",Berlin,Consulting,Internship,Senior,2024-07-22,150k-200k
Talent Acquisition,Tesla,"['Recruitment', 'Employer Branding', 'Candidate Experience', 'Negotiation']",Remote,Manufacturing,Internship,Mid-level,2023-03-11,100k-120k
SEO Analyst,Microsoft,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",San Francisco,E-commerce,Internship,Mid-level,2021-12-03,100k-120k
Accountant,Microsoft,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Austin,Education,Part-Time,Mid-level,2022-06-06,100k-120k
Accountant,Tesla,"['QuickBooks', 'Tax Preparation', 'Financial Reporting', 'Excel']",Berlin,Healthcare,Part-Time,Entry-level,2024-04-28,150k-200k
HR Manager,Salesforce,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",Seattle,Consulting,Contract,Senior,2024-04-03,100k-120k
Investment Analyst,Facebook,"['Financial Modeling', 'Valuation', 'Portfolio Management', 'Excel']",Remote,E-commerce,Full-Time,Senior,2022-03-06,120k-150k
Customer Support Specialist,Salesforce,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Berlin,Finance,Full-Time,Mid-level,2023-02-04,120k-150k
SEO Analyst,Amazon,"['SEO', 'Keyword Research', 'Google Analytics', 'Backlink Analysis']",San Francisco,Marketing,Internship,Mid-level,2021-12-24,100k-120k
Front-End Developer,Accenture,"['HTML', 'CSS', 'JavaScript', 'React']",Seattle,Education,Full-Time,Mid-level,2024-04-26,120k-150k
Customer Support Specialist,Google,"['Customer Service', 'CRM', 'Communication', 'Troubleshooting']",Chicago,Education,Part-Time,Senior,2023-09-13,120k-150k
Digital Marketing Specialist,Accenture,"['SEO', 'Google Analytics', 'Content Marketing', 'PPC']",Seattle,Marketing,Contract,Mid-level,2023-07-12,120k-150k
